     4.584    -9.763   -18.508   -24.171    50.464    95.865
    62.570   184.448  -175.983   -28.392   -83.491    70.656
     7.387   101.650    13.531    -7.853  -108.002   -14.472
    43.672    56.083   -77.367   -40.893   -52.481    72.804
   -36.620   -60.832   -46.156    35.863    59.591    -3.220
   -75.269    24.717   -60.508    72.165   -23.666    57.487
    -6.962   -71.105   -37.363     5.475    55.748    65.912
   -10.569   -37.284    14.584   169.442   742.516  1144.808
   -50.332    72.562    17.036    66.048   -96.880   -23.708
   -18.900   -24.302   -35.967    36.487    50.232    77.274
    32.935    71.324   -53.747   -13.314   -30.792    28.423
   -86.375    64.623   -14.261    86.614   -64.758    14.110
   -10.234     4.529   -20.219    46.332   -22.608    89.818
   115.060     3.534   -38.084   -90.082    -2.840    30.036 
     5.020    98.134    23.357    -7.004   -57.387   -19.848
    -5.151    -9.980    11.009    16.122    36.020    52.746
    -6.736   -52.069   -22.111    41.540   321.364  -129.616
  -176.716   113.153    96.286    52.524   -31.437   -27.999
  -143.388   -63.292   -26.741   453.859   200.595    83.869
   -42.452   -37.985   -26.979    42.430    37.793   -37.240
    -3.620    27.158   -35.263     7.318   -58.445    75.013
    12.486     6.073    21.853   -34.629   -16.441    -3.572
    53.457    80.165   -51.758   -52.764   -79.274    51.737
   -24.566    32.783   -15.268    30.010   -42.684   -88.153
   -38.692   -21.088   -31.804    37.772    20.468   -48.945
   -31.439   -24.371    64.465    31.067    24.215    14.027
    55.225    61.837   -75.765   -50.322   -56.374    68.882
  -108.519     9.203    -5.796    97.661    -7.296     5.036
    -7.388   -35.281    70.648    27.593    29.304     6.159 
   -41.936   -12.235    38.201    37.289    12.347    29.657
    90.122   -59.391   -32.823   -89.756    59.024    35.457
    20.758   -71.711  -126.342   -13.040    44.965    79.922
  -166.782    83.605   -45.892    82.074   -41.198    24.805
    19.438  -123.173  -221.571    -5.529    32.180   -62.342
    24.889    31.431    -3.565   -66.555   -83.500    10.035
   -26.187    34.748    17.184    24.126   -31.973    53.319
    63.901   -36.794   -72.986   -51.174    29.410    60.469
    -7.088     7.158    -9.127    52.271   -62.299    73.513
   107.636   -26.401   -20.396  -119.790    29.034    20.027
   -65.809    47.436    80.981    58.206   -41.946   -71.177
    49.842   -25.028   -63.563   -68.037    32.149   -54.435
   -26.516    28.982    11.745   125.090  -136.085   334.302
   -46.060   -72.564    13.076    47.308    67.095    -3.875
    24.672   -20.186   -42.146   -28.767    24.288   -69.452
    28.778   -50.688    73.826   -24.931    49.342   -39.596
   -89.347   -15.440   -44.066    99.038    17.252    48.086
    12.178    56.237   -74.883  -101.206  -492.047   749.769
    -0.130   -17.541    23.641    -1.811    42.699    19.027
   817.503   574.663    91.997   -75.528   -51.634    -9.055
    28.872    24.783   -39.930   -51.633   -44.184   -51.885
    -8.574    44.640    74.693    10.523   -55.301   -92.388
   -76.046    23.010   -62.762    63.780   -21.364    56.548
   -87.288    64.383   -51.485    73.156   -53.987    43.407 
   -51.912    82.642   -42.164    51.783   -82.479    41.535
    41.177   -14.853   -13.933   -34.781    12.119   -56.789
    -0.943     3.464     6.037     9.970   -49.452   -78.129
    12.535   -55.033   -64.969    -7.714    33.770    43.122
   -14.235   -20.087    24.169    63.260    86.370   174.970
   -95.519   -48.818   106.273    54.503    27.984    47.970
    40.754    21.972   -14.126   -89.570   -48.250    28.848
   -76.223   -11.991   -57.011    65.084    10.377    37.470
   -78.055    19.661   -49.509    76.592   -19.248    48.877
    51.277   -13.860    75.193    -4.098     1.171    -5.612
    78.409   -64.243   -11.902   -77.126    63.249     5.123
    45.830    -5.207   -28.557   -44.510     5.073   -54.518
   -50.206    23.774    65.406   335.070  -158.853  -438.144
    65.440    78.404   -53.950   -49.983   -59.953    40.772
   -44.835    56.248    99.158    29.753   -37.080   -44.235
   -44.829     6.585    34.532    73.532    -9.500    76.017 
